Datum;Rating;Ldfnr;Produkt;Version;Bemerkungen;vorinstall;Quelle;Lizenztyp;Lizenzgeber;Lizenzbestimmungen;instlocation;Herstellerwebsite;Link;BMIcon
"2022-01-15 16:07:59";"8";"508";"GWS MDESync";"6.0.60280";"Tool zum Offline-Entladen der Datensätze von skeye.allegro MDE Geräten, offline unter BC und SaaS verwendbar, online nicht!";"";"";"Lizenzsoftware";"GWS mbH";"";"c";"";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACwElEQVQ4jW2TXWyLURjHf+e8b9+2a2u1bswwQrgkMq5EQlxKiBsRZC4IsfkKkfgIGhc+IoT4SBBhI8PEhWRLXBDuFiKCRCKIz2lr67qua/t2fd+e46LTknjOzZOc5/97/v+THEG1BN1askaUAOjojyCtPQCo4lk2ThsCoFsbrBEK0GURgNYCITQAF/sjhD2bQG5FyFnle/UZ1BXSznW2j4PGNaKy/8TbiUxr3IKQbVhWM3YW3JILgGma+ANQLH5Hq8v0J65yYN5w1cHt1Do85iUMT5jRpEYrB6SJ+OMQDcpFSIsJ9eAW0zildjbUdcnxjH24xZPYmc8EwgLDskCV0OMHVcKwLLwByI9+wnFOoYp9VQcANwYaUQWJx78SwQF8Nc3k0uWRUBhy2Q+o0iu0OE/J+cDm6SmAsoPOgXZCoTj+wGMM/Z2800LBbsMwYxhGjLF8O05qIT5vCtPYRDD4g47YrirAdm+QH1mOJkVtQy8h7zO0+kZ6bBHxfAvCHMA/+RwF+xeq+BzHXUGBa1WAOyzx1yry9lpSyaVAhkhDL2FfD03BHhpq76OVxheaiWE1YXqyYHuqgGB9K5Kn+H1fobSEnLuakeRShFBIoYknlvHyyQ4MI4QUC5HyCVag9d9HPPt6Kg1NB/HWtOEUXDRRckNXcJQmMmUPWi1mLNcH8gde0c26pmQV0DE4F69nFRn7GZZM4ZF78Qa3YWdsNJpQXQ2FbJSfX24SaWzBF5iBGuth/aSP5QiSFoTcT33kBaY8Q965Tjo5B2HcQRp3iX2bg519xOTmCwRrHyDFIZSx4N8I0XdBZtdvQchDBMJ15EYeYttHAKjxH8M/YRV2ZhCtjxOPXWPf/Fz1H0ajstKfeh+iM7GbrqEE90Y0d9OarqE4nYmddL4J/FdTqW5tVPpL74Lc+nWUW4OHOf2XsDxTcf4bDkQlJK4Og4UAAAAASUVORK5CYII="
"2024-11-30 21:55:30";"0";"627";"GWS Serviceportal Jira Kunden";"1.0";"Kundenportal der GWS für die Kunden, Vorgangsbearbeitung, Ticket-System";"";"";"";"";"";"";"https://gws-group.atlassian.net/servicedesk/customer/portals";"1";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAIAAACQkWg2AAABl0lEQVQ4jY1SwYoaQRB91T1jO2PLkpuHXIKbmzdBvGpyCIj4f/5Arp49JWYhCLkEYSDgZXLJhuAaZ40uM9NVObTMRpbNbh+KKl7Xq6LeoyzL8NRjZqUUMwMIROQfiIhEhIjOGnztY3AO+t/nJOc0z5pQ0QMIShYABBBBnCPlK/iliYiI/PanzuJPpglguRNViyLnnJ9yOBwajUae5yJijKkWCd5/+3mTCwfmzQv++ulDYOpN24iiuN/vz+fzdrsdx/FqtcrzvCiKVqulL3rvPqe/0ttSfV+9vLCvLl9f/7her9cAZrMZgM1ms1wuicgYs9vtlNRiMXU2EaAE2G63i8Wi1+tNp9PxeJymaZIko9EoDENmTpIkeNuqZ2UNqhhc9r9cfTzk5XA47HQ6k8mk2+1aa40xzWbTWhuG4WAwoPK4V0QifOdQq0fOlYrU8Xi01u73e2MMAOdcGIb+3nSz/Q2IgDTAwkQEEaV1ZQevQJUEgVbVjRXuc611Fb0sp7P+zxIP9BeRkzUetcQDOiUiPnuM3kMeZea/bULqMBovbiEAAAAASUVORK5CYII="
"2024-11-30 21:52:58";"6";"626";"GWS Syskoportal technachrichten.de";"1.0";"Nachrichten und Wissen, Blog, RSS-Feed, Videos, Tutorials sowie Schulungen und Unterlagen für Systemkoordinierende der GWS";"";"";"";"";"";"";"https://tech-nachrichten.de";"1";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACWklEQVQ4jZVT30vTcRQ9936++25OmwlLp9uiIBIkx3C/ShB6iCh69CGInnsQ+gd6qQcJeip6CIteg6C3HqKQgoiEFWNLo5rEMkdrUzPN0n333edze3EgIrEO3Ld7zj2Xe65Ce2AA1Gbv/6Et1WQyeRKAXym1kM1mP2zzBADUHoK0bZkBqHQicQnMPURUJpHTvX199Wq1WmkN372bbJcBoFPDwweZuc5aZ0Uk6LjuQ69lnclkMoGWgxaZ4/F4wBhvF1G922dZPdCNADy+hNG6RJYlxpgOAJ9EhBRw7E0uNwWAKJ1KPSChIMP9AYYIPNBERisbdrN+FkLfjZhbYG42Go2XhUJhIZNMjjdF5nO53JyKhiP3mZrlOe/5Z3/2H988defeeu3IWPmtf2gzUP0y3VFfvaiZSWv9KJ/Pf0wkEsNElGbmcY9tP1H94YFXDFwmJTPlpootrlT0anjwsPN+0a0F4r4Dv2crXuOOO657OxqN9inm60T0DYDP39kZU5VKpTwQiYa63cqFWs/g3V9OcDS0tFGJacPV2KGt5aOjuVD+cVDZvnMMhJpaTzLQJcaUmHmUAHAkcsIb7ncLYHsmm5q60buY/Rkzn7212muLIR0+1Cc8lj3hum4OIldEpElKZYRIt25uRkZGxjxKPbe089Qoe582ZgnEs0w0qSwLIgIjAjFmGsA7EREtcpN2BEjSyeRVy2Nf001XQPQVIkUQ+SGyTMCqACtizBpE5lfW1l6USqV12pVCpFKpIWNM3XXdDcdxtorF4sa/XqHdD6MdoaMdad0TvIvwT/wFW0wT4xCDVvEAAAAASUVORK5CYII="
"2023-03-08 13:45:07";"0";"837";"GWS-TV - YouTube";"1.0";"Youtube Kanal der GWS";"";"";"";"";"";"";"https://www.youtube.com/user/gwsmuenster";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABx0lEQVQ4jZ2TQWtTQRDHfzO7yUsNKSG0heJJ0YKnCvVSkHrV7+BBeu7Vk9+lH8CLN6EXk4Lo1V48lGClFBELGmmSmr73djy8fS8vll4c+LO7s7OzM///LhQmBmrg+uDtZrgIBQQAKyf/YQbiBexFt9t9niSP7ji3umrW7og0UfWL0ZaOzGYjmBxn2c/BdPpJxuNz+vDwFxxnqmaqZs4V8L5AuS6haqmqXcDpO3jCEN4YmEFmkMcxrSCSGqSh8GcGIY52Am91Ce5HJ5EYBRwbG45222HmUHVS+DX2DhASuKu3oAeolGSqCiDs7gqHh8L2thCCxOQSbxFAO9BToClzNQSJokwmsLUFgwHs78P6eklnlQho6c0axUKbTVhZgUYjHpeqCwE8kMWFxYNF9uVlGA5hbw8ODuqJzajqnPENPtfYDxU2N4OtrRVzkVDfC0V8/h2G/g98AR7ESkJF8tFRcYdzkOf15iRW6y/hlD48voCz+BbmELFrvhrG8OMjPBOAV3D7qXM791R73Var00qSJRoNTyifB5Dn+eVsNv19dTX+mmWj93n+4SWciM1LKkmqy7RoImFBqPqPfH39K7t/4A18f74nAH8Bjm35s3ZkOjEAAAAASUVORK5CYII="
"2024-11-28 19:24:16";"1";"512";"Hardcopy";"2024.11.28";"Screenshots per Maus oder Taste erstellen. Da das mit Bordmitteln von Windows funktioniert (Win&Shift&S), obsolet. Außerdem enthält das Installationspaket zB eine alte Version von TightVNC. ShareX ist derzeit die beste Alternative für Screenshots und -Videos und Open Source";"";"Internet";"Freemium";"Autor erwartet Trinkgeld";"";"x";"";"0";""
"2024-05-08 09:09:38";"10";"595";"HeidiSQL";"12.7.0.6850";"schlanker und vielseitiger Datenbank-Client und Verwaltungssoftware mit Windows GUI, verwaltet sowohl PostqreSQL, als auch MariaDB oder MySQL, Microsoft SQL oder SQLite Datenbanken. Es können Tabellen angelegt, gelöscht, verändert werden, Queries gemacht und SQL-Dumps, Portable Version empfohlen (64-Bit)";"Portable";"Internet";"GPL-Lizenz, kostenfrei";"Ansgar Becker";"im Installationspaket und auf der Webseite";"sc";"https://www.heidisql.com/download.php?download=portable-64";"1";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAADHklEQVQ4jW1TXWhbZRh+zl9OcmLNUvpjmZDqVmopOjSKJDerFwvOvxvpFBTRuW7KiqCIN8LyuaKovdiF3hRhmSAmncyhGdLhVgXZcMh0bNowSlXCHE1PT0KS9uSc833ne70oFN363r3v+/DA+7zPo2CLYj8wPWnVXxbgjwJARI387KwlP2ePMXErVvlvM3327XgQa8zZ7RtZIbmqRTbmYQAYWkT2dd39k6l17X0re6xzG8HU/P7hv+yFX62oZVl9gJkAFHVjRxLwm4C7AljaNjfVtfPhw7s/rmwSsPJB67d/zq04shp/6MFduMNMbHUZZAi0bwAxuc0dijzQe+hp5uoAYLeqZadtx/P7CuiO9uPK6nlsjw9j8M5R1L1l6KqBgfgOhMRR6bmET8pTlt/T+RrA4xhn45HMkWT4xuk9tLTyO7354X7iYUAed+n5ySdoPWjTj3+U6amXdtNzh/fScqtKB2YzlGU9YvzkuKbes8N8odFoqLGIBadp40zxHHTVgAg5Sp9+By58vPjMqzj0+kG8+04eClQoCqHurGr3+uazarvdekQKIPQACgFnuYnpE0dw7MT7GwISMLxrJz7IT2O1bqOvazvcdQ+SA67rZlD85ovXZsuz1F5vkb1qU2owRRcuXqD5+fMEgIQQFIYhzZ2do+7ubqpUFsj1XCp9W6SvyqVXdCmUhUB4kIIAAgbuGkA2k4WUckN5KbG2tobcnhwmJyextPQnUqlBeB0fpmkuqIvXFi8GPHBqdg2GYSCdTm++bWxsDIqiIJ/PY2RkBI1GA7lcDjdrNxEEQe36leu/AACOf3n8o9LpEnmeR5xzarVa5Loucc7J933inJOUkjjnVK/XqVAsUKFYOAoAOgBU/Wq+1+t98tSZU6Pp+9MwdGNLIwU8wOVrl9FxO1c1oU39z8ozMzMDvup/b+jG6NDgEPp7+6FrOgCAC46aXcPi34sQQlyNKbHcxMRE7bYwsZMskmwm3/M7/gFVU3uiZhQA4PkepJQrsWjsMyfhHGX7WLBlGjeJGFMT/YmMoij3qapKoQwrzeXmJcaYvBX7L0YYkojZ0Ya2AAAAAElFTkSuQmCC"
"2020-04-10 08:00:37";"8";"255";"Heise Security RSS";"1.0";"Sicherheitsnachrichten vom Heise Verlag, per Atom oder RSS Feeder abonnierbar";"";"";"";"";"";"";"https://www.heise.de/security/rss/news-atom.xml";"1";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAADEklEQVQ4jV2TT2hcVRjFz/nuve9NJphOMkkrnRYrlVQxJFYQBQ2FqpVirVJJYigaiYKCuinWP4hIQUG6KK5cqNWGLiIUpXSjRgLGhVQh1jYVa2lBcALRmj+a6cx78969n4v8Efytv8PH4ZxD/AcBaLl7oBIKbkQM7oeyQgBKnQ0ek5JkY/OXT82u3a6J1sUdvcPP0pi3SNkCKAggyz2stQAJDb6q3h9ZuDD+0ZrGABAA2nHH8FGx8bvQ0Ab4HFDNMo/2tlat1esBCIGUkrhof9y1o5j88fPXAMQA0HLf8EvGxW+rzzJAYYT2ej2Vw88fwMljhxg5K1NnL4pz4jWEICbujztv/yv5c+YHtnQPVFqK7jxp2lW9GtI00qZ231zBd58fZRw5zM7N6137DyFJM4oRTwiD+oUkTXqlULRPi9gy1AcCQiGStMnRwQcYRw4A8OXUNP+pNRjHFlCIqg8itjOO3IgluAdQVYICIkkzvWXbZg490g9VRbOZ44PxCVxfWkYIQVuLBQQFCVWBeVAIVFQVVFJEWG8kPPjoLnS2t4EkTk+cxaWrVRx5bQSPPXQPk7RJoVBVAeImu14CAs0sQ2VTGSOP74aqIgTFseOn8cpzB/DGi4PIvceuwddx4dJvaCkUEHQlwipIiBFdrjV04OF7sXVz14r3b6Yxd20JLzy5F1nuEYLq6nOFCABURb1OCYVZlunGcgnPDO1RHwJI4r0TZzC07z6UNtwAawRfffsjz128imJLtOLa65TUE45B/VKSBrmzZ3u4dfsWGhFMz1zR789dxtC+/lWLxPsnv9AQEEgjwWfz9SQdM/nCzGJhU2/iXLS3tlzzd+/cwSz3fPmdj/nrld91Y1c7+m7bxg/HJ3Dis8lQLBaC0trg88O1X05NcLXKobzz4HGvZtSJwlrJa/UGI+eYZTlKG1p18e+aOhtZYx18nnyy8NP46HqVAaAxN3Om9caea0HR5wNKkXMCBa21bKS5xFEshFa9b766eP7TN1fDU+J/dPQ8sZXWPAXqbgRUQILCWQ1hEvX1Oa/zL/RsedhlNiJ+AAAAAElFTkSuQmCC"
"2017-02-08 08:04:58";"0";"843";"HERE WeGo - Maps Send to Car";"1.0";"Online Navigation und Karten";"";"";"";"";"";"";"https://wego.here.com/directions/mix//Im-Karrenberg-2,-Kirchderne,-44329-Dortmund,-Deutschland:loc-dmVyc2lvbj0xO3RpdGxlPUltK0thcnJlbmJlcmcrMjtsYW5nPWRlO2xhdD01MS41NDc5MjAyMjcwNTA3ODtsb249Ny41MTEwMTAxNjk5ODI5MTtzdHJlZXQ9SW0rS2FycmVuYmVyZztob3VzZT0yO2NpdHk9RG9ydG11bmQ7cG9zdGFsQ29kZT00NDMyOTtjb3VudHJ5PURFVTtkaXN0cmljdD1LaXJjaGRlcm5lO3N0YXRlPU5vcmRyaGVpbi1XZXN0ZmFsZW47Y291bnR5PURvcnRtdW5kO2NhdGVnb3J5SWQ9YnVpbGRpbmc7c291cmNlU3lzdGVtPWludGVybmFsO25sYXQ9NTEuNTQ3ODcwNjM1OTg2MzM7bmxvbj03LjUxMTQ1OTgyNzQyMzA5Ng?map=51.54792,7.51101,15,satellite_traffic";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACiElEQVQ4ja2TT0iTYRzHv8/7Z++rpu5VRu0wNVss0IrEMCq6pGsWWc22MoI8BOGpTh2CcJfoFB6iU4QQBbrhsJJc6pr0B0S00C5aeUjNFKfzdbp3e/e+79PBMk305Pf4eX6fH8/h+wO2NT7KgFICUPIPUrKRAStsS7AJ+y8cAMBDWRCiO5vkaoHPqU9F0djViFEQQl1NtIjjjPtanAmE7pDgn81MdZP2gGjcAQ5+ysJLdGfz9FmeiC0ci8yEPB8GyR859Ui2gyY7MiTRIccVAAjCRznXLqVZEDOupuY1cPASvbJj7AxPhVYktYyJvm51ov1Ju6tZKYKhdfK8aJ/+PmLMDneGAMBVID8VsnLr1IV0lLL6Za7qw0gNT8Vn0IyMyfevaGJ4qOfYw6BJWYyFTKJknxnq0+cHuxSi0G5XW+yxYMqtS8tKTDVSnp6bUi/DmfGCzWezx7pbo0ufh2EpKZ9SMBcULZJj5mvf3M+PbWymkDew+1bDPZM553palWMpXa7taZB6PX7KMuD1xqXlidvxt1+m8vbsIztOlFwxmXMPq2k5ON75/KVkLqR51RVlXI5Qr6mxWEpbqg1fs0Y8fsoGvEQnALAT7mLbjdOjUk0FRKuNS88nQuOjox4u/Omd5cLxg4LDxpBlLCQXE+7wOfuqDAAMKGUK7166mF93lAjFFk6Nz0WyT1rdzOt+m+Qu2y8esjLUUOWkvrhBXukBIYY0POTMKixgE98mu6LqkvcNIYqzf+B8lmMvl/wxG1ORrA1Xlkbg96+TV34AwOBpIDE13pKM/6odrCqXAcCw8BEtsRhI63F3+EhpxOP3s/B618mbZWN9fT5m6+G/nSeErr6svYO1fLvzG3oSMMFhK8vQAAAAAElFTkSuQmCC"
"2022-12-07 14:47:18";"5";"550";"hMailServer";"5.6.8";"kostenloser Open-Source-E-Mail-Server für Microsoft Windows und unterstützt die gängigen E-Mail-Protokolle (IMAP, SMTP und POP3). Wer nur einen Mailserver braucht, ist gut damit bedient, wer Kalender, Kontakte und Gruppenfunktionen braucht, mietet Exchange online.";"";"Internet";"GPL-Lizenz, kostenfrei";"Hmailserver Project";"im Installationspaket";"sx";"https://www.hmailserver.com/download";"0";""
"2023-12-21 16:53:37";"9";"589";"HopToDesk";"1.41.2.0";"Fernwartungssoftware wie Teamviewer oder Anydesk, kostenfrei auch geschäftlich, quelloffen, Ende-zu-Ende-Verschlüsselung. Ideal zur Fernwartung eines anderen PCs, nachdem Microsoft die Remotehilfe degradiert hat und nur noch für Win11 über den Store anbietet. Portable Variante als Win32 App. Kann installiert werden, muss aber nicht. Quellcode unter: gitlab.com/hoptodesk/hoptodesk";"";"Internet";"GPL-Lizenz, kostenfrei";"Begonia Holdings LLC";"auf der Internetseite mit dem Quellcode";"";"https://www.hoptodesk.com/de";"0";""
"2022-01-16 09:59:24";"5";"848";"HP Smart";"1.0";"Drucker von Hewlett Packard im Web verwalten, Scanfunktionen mit Cloudspeicher verbinden, Internet-Druck per E-Mail.";"";"";"";"";"";"";"https://www.hpsmart.com/de/de/myprinter/";"1";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACTklEQVQ4jW2TzUtUYRTGf+e9c5OkpBYRWgYtpGakoLLa9AdE2LbUtHDTMENNVqsoqBYGEZmJzeAqUFGRoogYktoX4VBWjllUFIWVfUCbaZz73tPiXkXGzurwnvOc53nPh1BuPRPrcd09JGIjZPJdKE1ADtUcaoY4Fn2zON0seKPqkMl3E3Hfo1LFqDoozUA10IjIeYw+J53vQFXmYYHTN+7iVQ4iHACK4FUj7i5UHyxRCKBkSUYbEdFAga3sDMGA3ie59Teqrf8FB7T7yEydAIjQN7kBS2oh6DMQ1NEJxPwGPQJUATdQ/REUkLXAOXqnsgZfOoCKEP4Tt5ClN78d4SvJaAoYAj6RiB7HMWMIkyRjCeAhDs0GZdsicSPEG0oY6QTZEcqNgQwiovjahVIf/iOKaoOQzn8H1gRvupuI/5GS8wXRnVj5heEDjhNDrcVnGsfW4TvLUV4CMwZEQ/ZpEvVPmXNaEPIk6p9h9BBKjvim11jagMfEt7xDWWiwAV6FoxkIJbfha38osxWjA6gKQhui/eEOtIT4nJCeugJ6Gp+NoCswMoFDLVZqQJ/guTVUmDlssR2n4ialvw0YeRRO44JBvR7gM6LtGK4Cs3gaR/QyMEaqbhavuBfVVdjiWYzcCdkLWIaDTUxPXgI5s2RhlCase5dIaQZYXRY9STLWHWyit+wiIrfKEv5QXHkPZ27/ErCSJRG9Pt9ESNUV+bb5IMI1wAsbeJtTtQWEw4ughYA5uIOg5+WWmV6HekdRM4aNvCVSGgdeIDKOZbj8nP8BgSDiuwOy8IcAAAAASUVORK5CYII="
"2020-04-04 16:13:06";"0";"850";"HRS - HOTEL RESERVATION SERVICE";"1.0";"Hotels reservieren";"";"";"";"";"";"";"https://www.hrs.de/";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAACkElEQVQ4jU2Ty2tdVRjFf2ufx725qdibiNJKigoOC058pBBaxUGaojio0ImCCoqdOJD+FVpnBS3FkUMfE3vNUKkaqYYOnCg+BkmhNiU3Gpvk3nPO3stBzq3Zw7VZ63usbwnAIIEBNjn9TIQ3hU4J5tr/tYCuCV2Z4ctvD3JE+9aZn5qm/4EIr5eoHJOI+5pkiC4ZY2JtfHmHrQtzrOwByKCbzHd7zHx6mGJpSGUgAhlM9M0Em6XUFvVgzF8vH2F1Lwjc4f73ZiiXhlRVq5mDEBMJ0WLepKr6FEsFD14UWLdZnM/JriFhkJ2CFOyJgvf5AtsISMEY7Ip4Iodwfoo8u+u9Rigo6zjF0f5O3bId26XlNlYiSz3KPJLezoPCiZHvunz2qUCn0Gh5QO+VcxAC+ROP4VFFc+NPvL1DcfK4PK4ZXboaqjtbhnAqV9CxOlbqPX6UzqvPWY/21Tn3POnmJrqvSzX4ial3XiQNt0l3tknXf7NiUo0lmAsTG5GgavDOCJL35y5yOi88TfXNz+xd/IL4yzrdtxbJTx7HjFAI5E5eLygfiX/c8u77n4fR4CpqMsLhQzSrvxPXNui8NE94+AHU6zL+7Ds1139NBV1iSmva4PTH0xSv7TJugExZSYpjQQLytr0IGJHZVEARDzGV/0v9iW6x+GRJ9j1ISRb2/za2l9g6aoMUlBRtYWriQjjC8o8JX+mTZ9gNKNkWtmWMbWy3WHKMTZ8iq4kfPsTySjCo5va7m9SDWcpyPx9uwG39yTW5AWuGstykGlT8c8GgIPBRVndHDM/+TXMpR800eZ7dC5uVIfXI8pxQD6k+GjE8O8fK3r00HozzBmcWMngj4QXg2CSsxl9ncHmWr344yPkPKwtEGvP5INkAAAAASUVORK5CYII="
"2022-01-17 14:18:52";"5";"536";"HYBRIMIN";"9.5.105.4";"Winfumi - Futtermittel-Software - wird auf einem Windows Server zB 2016 betrieben, ggf. Hardware-Dongle erforderlich";"";"aus Originalquelle";"";"";"";"sc";"https://www.hybrimin.de/";"0";""
"2024-11-20 13:42:58";"6";"458";"I.R.I.S. XMailFetcher";"5.16";"wenn das Mailarchiv über s.dok abgebildet wird oder per E-Mail Dokumente ins Archiv müssen";"";"aus Originalquelle";"Lizenzsoftware";"I.R.I.S AG";"";"s";"https://csa.canon.com/internet/portal/us/csa/products/details/software/enterprise-office/iris-xtract/irisxtract-scan-and-extract";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAAP1BMVEX////3zM3th4ruio341tb40tLwnJ3rf4H62tv1v8HwoqTukpTwoKLkNz3sg4XreXzmTFDzuLn2xcb87+/75+fTEVaSAAAAP0lEQVQYlWNgoBNgYUXls7FzMHJyMTFzcnEzMTECBZi5GXiYefnY+dkF+PgFQUoEhYQ5GVlZRISEWVhE6ORMAMFJAYxjQhxPAAAAAElFTkSuQmCC"
"2024-12-04 08:59:53";"5";"656";"IBAN-Rechner | Sparkasse UnnaKamen";"1.0";"IBANs dekodieren in BLZ und Kontonummer oder aus Kontonummer BLZ eine IBAN mit Prüfziffer generieren";"";"";"";"";"";"";"https://www.sparkasse-unnakamen.de/de/home/service/iban-rechner.html";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAYAAAAf8/9hAAABjUlEQVQ4jYXSvW5TQRCG4WfXDlKSk3AUSARXQJGOCjpo0iCli0SFuDSugoKGlEhIVCClR0gGS5ETOQg79g7FnvzYSWBOs9qZ+eZ7Zw9LESSInv1oTaM1jZ7967n/RhxoojUKSlCiNYoDzW21+VYHEwkr6sR6nkj/dBBLYsFetAbRGgR7d9UuKMaedV+65Eu/DeyAR375aA08VdIHZ5cCQU6V9ZXH3tnUN5ckGdOu7p5Q9BUjMwNvE++7XuKFxpGfsjUb1eMN2ug2doow9cSDdGjcB18lD82EYi5kJ0JcNl7AzoVNCWPf6nUV2BGmQpYlp2ae63ec153UVnqKYc1XhG2N1g9sCEV2cm32IkaShLGR3TS8QNiSFCuShJ5ka6np6lxj1ZZkeIFwLLSGaLikX5xMEu53qzx3XG+rwNCZNc/M5e61b8bMup7Pkk3lakQV2LZu1Sc05qLjXFxgloRG6pa9gLCLI9uy1Tv/g0z3zAnhtLrIQU6HxgZeC38kM0URS19RZGFi4rs3aWgc5L8pJaL4O2s0NgAAAABJRU5ErkJggg=="
"2024-01-09 11:18:32";"4";"462";"IBM Data Server Runtime Client - DB2COPY1";"11.5.9.2000";"alte kostenlose Edition der IBM DB2 Datenbank von s.dok - Support von d.velop ist bereits eingestellt. Wird auf Microsoft SQL-Server Lizenz umgestellt, damit alle Workflows funktionieren. Für den Cloud-Einsatz in Azure muss auf Microsoft SQL-Server umgestellt sein. Downloads neuer Versionen und von Updates nur mit IBM-Konto möglich, keine öffentlichen Downloads.";"";"aus Originalquelle";"kostenfrei auch kommerziell";"d.velop AG/IBM";"";"sx";"";"0";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAMAAAAoLQ9TAAAAOVBMVEX///+HjZa4u8CGjJWIjpeBiJF6gYvS1Nd9hI6UmaHNz9LJy8+YnaTi4+XFyMzl5uf09PXr7O6OlJwKd2FWAAAAc0lEQVQYlXWOjQ6EIAyDy08V0Kn4/g971YPzTLQJ2b6SbgOeNKYM5DT+jIQyTUWlK5fZbC75yiwrsC7/UzzpL9rgRXpb4wE8KjGcTo3qXAhOfqxiIsIdP04NK3YgdCNAGM9wi0BopPWhxmTtjO/a18Nu+gCHJgKkNo1ZVQAAAABJRU5ErkJggg=="
"2024-11-30 21:45:34";"6";"623";"IGEL License Portal";"1.0";"Lizenzportal zum Registrieren und Verwalten von IGEL Thin-Clients und IGEL OS Software.";"";"";"";"";"";"s";"https://activation.igel.com/login";"1";"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAABAAAAAQCAIAAACQkWg2AAACB0lEQVQ4jW2SMWsUURSFz3nzdjOzu2F3523WBCQICmJhoSBiUCshQgiIWAVBEBst/AEWNhZiZwoFiViJmMYuYKFCSjv9ASqJJhJDFLK72dnJvDkWk0SDnuLe+y7f5cJ9h61WC/slgfxPUUTzDy1SkgBZu1OTkkAK2BmQVMQiEVCWYeMXelso6IKRFFQqkURSEkkCIpF5ukZ+6UI6ZLHyI7AWAAGQNHs0oIIOAiUDHBn3T590r19Ouj3aQKQMJcnubSSVpPQZy2UYA4l+E/0uGWg7Qz8BwCiUkQCARLrNsdjPz3YmJwb9ngkC5QIN8pT1quZnNyfPpv2EtjiOIZIBThzz01PpuVPpylrQ77PURtmqMaznDzbPTPnva2ZhsQzn3MiIa7fd2Gg8FLlbM1Uto/sBVy4Oz94Lr07XXs9ZdTD/sNxoxHHsLKBOz2QZAJpAj19EFE6f3H77vvTqTVnCSEurG8GNOzUEiOtgreZuX9s6fjTPEhCwJa1vmLuPKplHrQLvsf6TN2eS8xPZ6jLvz1UQRW7xpdU69An6An3F4CMOH2rWG3Gr5drtuBzGC89K6mDpnTnQbrLZjMfH8mpVynfckXt8/mZ9LpIAvNfBUdWH8yTh0mpA59wgZZ7vM1QYgrsPAoOUmYcxCIdkQUahWHz0rnLxz7QQhircKtFCyoV/tK/11379BiPwC6lpjwsoAAAAAElFTkSuQmCC"
"2022-01-07 12:15:15";"8";"498";"IIS-URL-Rewrite-Modul";"7.2.1980";"Modul für den Internet Information Webserver von Microsoft, um Umleitungsregeln (z.B. von HTTP auf HTTPs oder Aliases auf Seiten) zu erstellen";"";"Internet";"in Windows enthalten";"Microsoft";"";"s";"";"0";""
"2021-03-13 11:34:49";"10";"408";"Image Resizer for Windows";"3.1.2.0";"Bilder verkleinern auf verschiedene Größen (über das Kontextmenü, stapelweise alle markierten Bilder auf ein kleineres Format bringen). Neuerdings Bestandteil der Microsoft Powertoys. Wer das Riesenpaket der Powertoys nicht installieren möchte, nimmt diese 1MB große Explorer Erweiterung. Ideal für Handy-Fotos, die als Internet-Bilder auf die Webseiten sollen.";"Deploy";"Internet";"kostenfrei auch kommerziell";"Microsoft bzw. Brice Lambson";"im Installationspaket";"c";"https://www.bricelam.net/ImageResizer/";"1";""
"2024-10-27 15:19:07";"1";"251";"Imageglass Viewer";"9.1.8.723";"Classic Version 8.12.4.30 war die letzte echte Portable Version. Leider ist dort seit Juli 2024 in der enthaltenen .net Runtime eine DDOS Sicherheitslücke offen. Version 9 benötigt .net Desktop Runtime 8 und edge Webview2 zusätzlich und läuft in RDS/AVD Umgebungen langsamer. Daher nicht empfohlen!  Version 8 wird leider seit Mai 2024 nicht weiterentwickelt. Eine Alternative ist das OpenSource Produkt NOMACS.";"Deploy, Repack";"Github";"GPL-Lizenz, kostenfrei";"ImageGlass Projekt";"im Installationspaket";"x";"https://imageglass.org/";"0";""
